,text,sentiment
839,RT unlock Italy Did you know that Dolomites belong to UNESCO s World Heritage 11novembre wednesdaythought Autumn DOLOMITES wint ,neutral
840,RT taeteland winter boy come back home ,neutral
841,How does Liberal in Canada gets majority policy problem 1 Two MichalS MUST be home corruption must be pai ,negative
842,and nothing says truth light and goodness more than allowing intruders to invade your country pretending to be ,positive
843,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
844,RT josstheboss The Chinese Flu is looking very American ,neutral
845,RT BillMcCombs3 If a China Flu lockdown effected the financial stability of our governor s and or Mayors We wouldn t have lockdowns ,positive
846,I m so glad we did mail in ballots do to this Kung Flu Virus You ,positive
847,treacherous journey risking drowning and starvation and yet our European ancestors made it Yay What would they ,negative
848,RT Hatewatch JUST IN Far right extremists are planning to storm WashingtonDC Saturday in response to President Trump s defeat in the ,positive
849, declanoscanlon Let s face it D O The guy is a dictator and the small business class feels unrepresented and cra ,negative
850,RT DolioJ People hiding from the hostage takers on the roof They ve barricaded themselves up there You d think the media would be al ,negative
851,RT josstheboss The Chinese Flu is looking very American ,neutral
852,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
853, Just a little flu ,neutral
854, classic film Elinor of Aquitaine Katherine Hepburn in The Lion In Winter 1968 Roy Batty Rutger Hauer B ,positive
855,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals ,negative
856, BLUSHGRANGER ikr but winter scents r my favvv,neutral
857, realDonaldTrump Canada also used Dominion to vote in their socialist government Maybe the Canadians should start ,neutral
858,The nacathletics looks like it s following the model of Maine high schools taking a wait and see approach before ,positive
859,Please pray for all those in the path of this yet again new storm And pray for those mobilizing to provide on th ,neutral
860,2018 Ontario voters How y all feeling Are you proud of yourselves Doug Ford better shut the fuck up and do s ,positive
861,Phones don t count but they are important right now If this relates to politics sorry I just worry for my safety ,neutral
862,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
863, AyshiaRenee TheBaddestMitch Flu can directly lead to death when the virus triggers severe inflammation in the lun ,negative
864,Thomas Carle Deine effektive Alarmanlage Your Securityexpert 5 rules You feel totall ,neutral
865,RT xbamk Hello If you re reading this please spare some time to pray for the health and safety of the Filipinos especially those who a ,neutral
866,RT IGN BREAKING There is an ongoing police operation unfolding near Ubisoft s offices in Montreal Canada ,neutral
867,RT RedPilledisBACK 30 Sum Of All Fears this espionage thriller tracks a sinister plot to draw the United States and Russia into World ,negative
868,3 Minutes Will Open Your Eyes Forever She is the KillHates right hand I don t remember her name i will sear ,positive
869, jessiepaege Snow White with the Red Hair is super wholesome and adorable 3,positive
870,RT emrosenberg NEW We got details on some potential plans circulating around the Biden team to revamp worker safety First up creatin ,neutral
871,I back him up ,neutral
872, CBCNews cattunneycbc IMO the feds need to make one clear plan across Canada to get this damn virus under control once and for all ,negative
873,RT HeatherKellyPhD Yes it is Yes we will Yes it does ,neutral
874,RT ajplus Iraq is closing camps for families displaced by ISIS leaving up to 100 000 people mostly children homeless as winter begin ,negative
875,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
876,RT emrosenberg NEW We got details on some potential plans circulating around the Biden team to revamp worker safety First up creatin ,neutral
877,RT moonbloom loom Fall isn t over yet I still have a variety of fall wall hangings available to warm your house for Thanksgiving and thr ,positive
878, PervyNyc Hey buddy you supposed to keep the hands on the steering wheel at 9 and 3 o clock Safety First LOL,neutral
879,RT ESPNCFB This is going to be so good Safety inspired by a true story is coming to disneyplus on Dec 11 ,positive
880,RT DFisman What competence looks like,positive
881,RT yurimilner This looks like a big moment for both science and technology room temperature superconductors are becoming a reality ,positive
882,RT iamkoshiek Across the world the story is the same Iran Canada Japan the US Singapore all indicating record low fertility rates M ,neutral
883, ImAngelaBassett Can t seen the clip in Canada but I can t wait till Jan 18 21 ,neutral
884, Fidelio6464 PoliticsinO LynnAveryd GovStitt I ve been through the evidence on all sides You apparently haven t ,neutral
885,RT PlumSauces Michigan has more new cases than Brazil and Canada combined ,neutral
886,RT InsideEdition 12 The storms that come in that are the strong nor easters with higher sea levels already are producing storm surge ,positive
887,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
888,RT josstheboss The Chinese Flu is looking very American ,neutral
889,RT josstheboss The Chinese Flu is looking very American ,neutral
890,RT elonmusk ryaneshea Possible explanation for the dramatic decline in cold amp flu prevalence vs prior years If someone comes in with co ,negative
891,RT DylanPlayfair Look out for each other ,neutral
892,1958 Canada 1 Dollar Voyageur ICCS Graded PL 64 XSG600 ,neutral
893,RT dele ogunrinola I cannot fucking stand the snow ,negative
894,RT xbamk Hello If you re reading this please spare some time to pray for the health and safety of the Filipinos especially those who a ,neutral
895,As we begin to start a new year the safety of our players coaches and our community is our 1 responsibility Kee ,neutral
896,All of that mf winter is here lol,neutral
897,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
898,RT shaiasianbee Safety First Take My Covid Bikini Off on my Onlyfans ,neutral
899,RT disclosetv BREAKING Dozens of people are being held hostage on the rooftop of the Ubisoft building in Montreal Canada ,negative
900,One more important reason to shut down indoor dining when cases surge People who are still indoor dining during a ,positive
901, beseymarie It will clear up leaving you with some fine memory cells that will be ready to go if you become infected with the flu later ,positive
902,RT josstheboss The Chinese Flu is looking very American ,neutral
903,mark leaving canada to join nct and not telling his friends and then they all thought he like died until he debuted,neutral
904,RT josstheboss The Chinese Flu is looking very American ,neutral
905,RT CRCuthbert One of nature s great winter spectacles the murmuration of many thousands of Starlings at a communal roost on the Suffolk ,positive
906,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
907,Yeaaaa he definitely had 8 teachers,neutral
908,RT MikeDski One last lap before the storm timetoplay ,neutral
909,RT NBCian BREAKING Santa Clara County along with other major Bay Area counties will close indoor dining starting Tuesday Dr Sara C ,neutral
910,Prescription opioids can be beneficial to help relieve severe pain but these medications also come with serious ri ,negative
911,one day kpop stan gonna create rihanna vs ae winter thread,neutral
912,The whole of winter bear I be starting anywhere depending on the mood,neutral
913,RT grace hase Breaking Santa Clara County is closing indoor dining effective Tuesday ,positive
914,Good grief This is a terrible idea on merits that will encourage fools to hold far more dangerous events if it goe ,negative
915,RT MarinaNigrelli Yesterday Gove asked how we ll stop criminals at border after we lose access to EU database Gove Waffle take back co ,negative
916,RT RedDoorGin We re giving away a bottle of our Red Door Gin with Winter Botanicals just in time for the festive season Simply RETW ,positive
917,RT muh rye uh I just started taking antidepressants for the first time this year and have never heard of this With cold and flu season a ,negative
918,I see only an uplift in travel people secure knowing airports amp airlines putting Passenger Safety first great ,positive
919,Town of Wilton Red Alert Guidance Public Safety Impact COVID Alert App ,neutral
920,RT fc strikers01 iTunes Canada 198 Wizkid MadeInLagos 9 peak 19 BUY amp STREAM THE ALBUM ,neutral
921, papaThomasPaine Meidas Erin PressSec Uncle that survived Bataan amp was POW for 3 yrs Dad fought trumps pal RNK sis ,neutral
922,RT Tbrotherstrust And the winner of our mug design competition is Jessica Murray from Canada ,positive
923,RT josstheboss The Chinese Flu is looking very American ,neutral
924, reineregnante or when u end the shower and the temperature outside of the shower is drastically different so u got ,negative
925,RT Arc Unreal Why are they still offering flu shots when it s been stated that we no longer have flu ,neutral
926,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
927,I m happier I called a law enforcement agency an investigator is calling me back to take my report about Phil Tym ,positive
928,RT josstheboss The Chinese Flu is looking very American ,neutral
929,RT Sir Mdee How I wanna spend winter ,neutral
930,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
931,The date and time is Fri Nov 13 15 15 26 CST 2020 and my current CPU temperature is 51 4 C or 124 5 F for my American comrades,neutral
932,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
933,RT QasimRashid Media This is no longer about politics Stop saying Trump refuses to concede Start saying the fact Trump amp the GOP ,negative
934,RT GS Watson We may have to make hard decisions to mitigate a winter wave over the next few months If policymakers are telling people to ,negative
935,RT josstheboss The Chinese Flu is looking very American ,neutral
936,BACKPACK Ever wondered what to do with the stuff that doesn t fit in your pockets ,neutral
937,RT MhysaNormani You would think someone who saw first hand that covid safety precautions work would encourage the public to listen Inst ,positive
938,RT USGSVolcanoes Cascade Range volcanoes at normal background levels of activity this week Winter arrives at ,neutral
939,RT sciencepolicy A big thank you to all the panelists of CSPC2020 EDI symposium for an engaging discussion of implications of EDI fo ,positive
940,Manitoba surpasses 10 000 coronavirus case milestone 5 more deaths Friday Coronavirus Flu amp amp Fever Source ,neutral
941,Oh okay good to know Safety first,positive
942,RT Destiny3650 CANBERRA Australia A tip from U S authorities has exposed a major child sex abuse ring in Australia with links to the U ,negative
943,RT BenFennell NFL RIP Paul The Golden Boy Hornung A legend Here s his scouting report coming out of Notre Dame in 1957 from the P ,neutral
944,RT josstheboss The Chinese Flu is looking very American ,neutral
945,RT MAGNETGLOVE MaxVeritas7 WHEN WE RE AT WAR ANY LANGUAGE WOULD BE TOLERATED UNDERSTAND ONE ANOTHER AFTER ALL THIS IS WAR Whether you ,neutral
946,Justin Trudeau blames the provinces for Canada s inaction on municipal handgun bans via torontostar,negative
947,Music and Community Safety Advice on StubbsRadio NowPlaying Hull KingstonUponHull Community Radio ,neutral
948,RT BCANDS1 Canada should implement the Mandatory Assistance in Living MAiL program for persons with disabilities Under MAiL you would ,neutral
949,RT canteach I actually have no problem with snowbirds going to Florida for the winter I just don t want them to come back ,negative
950,RT IGN BREAKING There is an ongoing police operation unfolding near Ubisoft s offices in Montreal Canada ,neutral
951, OKCPS is stronger with community partners like BankofAmerica They donated 50 000 masks 400 bottles of sanitize ,positive
952,RT Pioldes please block these outlets ,neutral
953, cbcasithappens caroloffcbc erinotoole JustinTrudeau HonestRepCanada you need to deal with all the Antisemitism ,neutral
954, taylorswift13 Snowing again maybe 4 in the valley foot in the mountains turning into a winter wonderland I ll ,neutral
955,As this tweet drop the rain pick up outside LOL ,neutral
956,RT Global ErinH Let the record show that I am an equal opportunity non partisan critic of large indoor gatherings and especially meals ,negative
957,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
958,RT dp mooney Great point ,neutral
959,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
960, itsemiloo I m excited for snow sports ,positive
961,RT cb0321 If Biden wanted to show bold leadership he could shoot down Pelosi s indoor dinner idea Don t expect him to though ,neutral
962,RT elonmusk ryaneshea Possible explanation for the dramatic decline in cold amp flu prevalence vs prior years If someone comes in with co ,negative
963,The tropics are crazy We have another named storm Iota has formed and tracking to the west This system will not ,negative
964,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
965,1965 Canada 1 Dollar Voyageur LBB5 ICCS Graded MS 63 XSG605 ,neutral
966,RT nycsouthpaw Public health experts are out here trying to get people to cancel their Thanksgivings ahead of a cresting wave of hospital ,neutral
967,Check out this new canvas print that I uploaded to ,neutral
968,RT ArthurSchwartz Pelosi blamed the hair salon Newsom blames the restaurant These people never take responsibility for their own behavi ,neutral
969,RT JolyonMaugham fascinatorfun Here you are It s a helluva story ,neutral
970,RT bestrollever Winter Dessert Bunny is here Just in time before christmas let s prepare for the holiday occasion ,neutral
971,RT GBoog Damn I was looking forward to going to welp ,neutral
972,RT ChikageWeather A freaky FridayThe13th to have 2 tropical storms one post tropical storm simultaneously spinning in the Atlantic Bas ,neutral
973, mat kelcey 1 overall SF has been doing great but we re in the middle of a third surge right now driven by indoo ,positive
974, ThomONeil1 HondoResists IMundebo HalSaline keriRN kristyshl Stefan Jo doug in nc RegVickers Ezim79 ,neutral
975,Okay goodnight Damnn NAKAKAGUILTY BUT YEAH I LL JUST PRAY FOR THE SAFETY OF EVERYONE,neutral
976,RT Discernment The Storm is Here ,neutral
977,Let Millishield use his Canada strategy to build for you with chikini moni You don t need Canada visa again j ,neutral
978,Canada great north has population like state of California and better immigrantion policies Tamil consultant ,positive
979,RT LauraLynnTT Dominion machines created in Canada Is this why Trudeau won two elections and has brought such ill repute on our countr ,positive
980,RT josstheboss The Chinese Flu is looking very American ,neutral
981,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
982,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
983,RT TrueBLB Welcome to liberal Canada s logic Hug a thug fuck up good canadian citizens system trudeausucks billblairisamoron ihate ,negative
984,RT StoppedAgo So Dominion Has issues with exterior security risks Has massive vote flipping errors Has massive loopholes for user fr ,negative
985, squack10 theycallmetrues I m glad your mom brother are OK but nearly a quarter million Americans weren t so fort ,positive
986,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
987,RT ForeignPoli C Trudeau gov says they support feminist foreign policy amp vote against UN resolution on occupation s impact on Palestinian ,positive
988,RT Luka Etoile Hey just a little tip I know the Ubisoft situation is real bad but try not to RT or QRT Canada Proud They re an alt rig ,negative
989,RT nycsouthpaw Public health experts are out here trying to get people to cancel their Thanksgivings ahead of a cresting wave of hospital ,neutral
990,RT johns1791 s17 scott elonmusk ajtourville Don t forget the common flu has taken lives each year for centuries I think if we tested ,neutral
991,Suicide figures are up Could 2 followers please copy and re post this tweet We re trying to demonstrate that some ,neutral
992,RT josstheboss The Chinese Flu is looking very American ,neutral
993,RT MormorJan Handmade Watercolour Winter Forest Christmas Cards a set of Etsy celebsforsmallbiz UKGiftAM TMTinsta EtsyTeamUNITY T ,neutral
994,RT shannonrwatts Donald Trump encouraging violence at weekend events created by armed white supremacists conspiracy theorists and domest ,neutral
995,Florida Man on the prowl ,neutral
996,RT josstheboss The Chinese Flu is looking very American ,neutral
997,RT josstheboss The Chinese Flu is looking very American ,neutral
998,RT anuraggargca ArvinderSoin theicai kdhiraj123 dear icai president ji dhiraj safety of students is top most priority no ago Exam ,positive
999,RT libertytarian Biden s pick for COVID Czar Osterholm was key to Operation DarkWinter in 2001 Lockdown2 will be more like Dark Wint ,positive
1000,RT AngeHowling Flu visiting a place near you soon GetProtected ,neutral
1001,RT dubuyeonn WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of the ,neutral
1002, CraigSmithNS ohboyrecords JohnPrineMusic Grimeys I ordered the exclusive to Grimey s signed Isbell Shires 7 ,neutral
1003,Big Brother amp winter is coming ,neutral
1004,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
1005,RT BonniePuns fall going into winter ,negative
1006,RT kavimaz A guitar for rock 5 10 piece available for just 0 04 and Snow an abstract 1 1 for 0 20 cryptoart rareart NFT mo ,positive
1007,RT dmills3710 DominionVotingSystems Supplies Election Technology Across US Canada amp Globally Attached to thread is Fraction Magic th ,neutral
1008,Santa Clara County will end indoor dining on November 17 to curtail the spread oy COVID 19 ,neutral
1009,RT martiallawre Please try to not text message call people at Ubisoft for their own safety in case they are hiding having their pho ,neutral
1010,RT mtgreenee Ready to take Washington by storm ,neutral
1011, Pell NC Isn t it flu season too or there s no such thing anymore ,neutral
1012,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
1013, BigsbyGroom DonVaBeach mtgreenee Maybe it should be Initial statistics out of Brazil that finished their flu ,neutral
1014,RT IrelandEmbGB Written at a time of political turmoil and against the backdrop of the 1918 19 flu pandemic W B Yeats masterpiece The ,neutral
1015,RT Lane8music working on the winter mixtape ,neutral
1016,One thing I like about peak season winter time is working in the cold It s when I feel the best ,positive
1017,RT jackmirkinson thanks nancy pelosi and congress for sending the message that indoor dining the thing spreading COVID everywhere is ac ,neutral
1018,RT AdamBolt13 You would think these folks would tell you the truth You would think you can trust them Guess what you can t You need t ,positive
1019,Winter Is Coming nyc newyork newamsterdam manhatten bryantparkwintervillage wintersolstice iceskating ,neutral
1020,RT Dave Khan If only the Premier of this province would agree to deploy the COVIDAlert app here in Alberta ,neutral
1021,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
1022,RT CandiceMalcolm What is Canada s pandemic objective via truenorthcentre anthonyfurey,neutral
1023,RT kanosug Other Subsidiaries include Mas Consults amp Associates Business Development consultancy Firm Khainza Energy A renewable Ene ,neutral
1024,RT pdxalerts Furthermore ,neutral
1025,RT disclosetv BREAKING Dozens of people are being held hostage on the rooftop of the Ubisoft building in Montreal Canada ,negative
1026,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
1027, prouemer51391 New lucky corrupt 250k for new winter ,neutral
1028,Bucket list,neutral
1029,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
1030,RT RichardGassner2 Destiny3650 pinkk9lover THE SERVERS FOR DEMINON COPUTERS ARE IN SPAIN CANADA ENGLAND PRETTY CLEVER DON T YOU THI ,neutral
1031,RT ClemsonTigers Everyone is family here ClemsonFamily check out the trailer for the upcoming Disney movie Safety SafetyMovie ,neutral
1032,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
1033, JoeSilverman7 Any yellow snow ,neutral
1034, madforsharks WhySharksMatter congrats on your new role I think we need a dance off I ve been working to establis ,neutral
1035,RT josstheboss The Chinese Flu is looking very American ,neutral
1036,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
1037,Thank you ,neutral
1038,RT NHC Atlantic Tropical Storm Iota has formed in the Caribbean Sea Interests in Nicaragua and Honduras should closely monitor the pro ,neutral
1039,RT MammaBearCards RT follow me and tag 2 friends to win this NightIn PamperPack and a selection of my exclusive wax melts Scents incl ,positive
1040,RT PierrePoilievre Can Freeland name a single G7 country other than socialist Italy with higher unemployment or deficits than Canada h ,neutral
1041,RT tasneem frost there s really people who prefer summer over winter ,neutral
1042,RT BT21 This weather is snow joke Fleece season is ON Embroidered patch Lavender black ivory colors Every BT21 fleecejacket ,negative
1043,Sadly best advice at the moment for many people including those in Alberta Don t wait for the government to tell ,positive
1044,RT GluedeauR Why should Canadians pay taxes to a government that can t even bother putting together a budget and telling us where its goi ,negative
1045,RT gregporter wx Winter is coming to Edinburgh at the end of next week ,neutral
1046,RT HoltAthletics Winter Sports Updates please visit under the announcement section ,neutral
1047,RT bestrollever Winter Dessert Bunny is here Just in time before christmas let s prepare for the holiday occasion ,neutral
1048,RT CIFAR News Canada s thriving AI ecosystem is due to funding for curiosity driven research particularly by CIFAR and an immigration p ,positive
1049,RT HWarlow Beautiful painting by one of the masters of dark snowy paintings Russian artist Evgeny Lushpin I love winter and all the sn ,positive
1050,RT treblaw Thank y ou Semanaator ,neutral
1051,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
1052,RT thelittlejxxker Parasol 2020 amp Winter 2018 Halo Giveaway Follow thelittlejxxker amp Pinkcheese cake amp HazelTheNob Retweet amp Lik ,neutral
1053,RT bestgirlyazy If you wanna stay cute but safe double up I wear a disposable surgical that s fitted well with a cute cheap washable on ,positive
1054,RT Take2Shooting loading up for the upcoming flu season with rona on the loose im not taking any chances ,negative
1055,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
1056,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
1057,RT tedcruz They will boycott you They will try to get you fired from your job They will harass your family and threaten your safety ,negative
1058,RT rexglacer This coming from Trudeau who spent Canada into staggering debit before Covid amp had every alarm bell going off which he ignor ,negative
1059,RT HowieCarrShow Howie Winter legendary boss of the Winter Hill Gang of Somerville died last night at his home in Millbury at the age o ,neutral
1060,Covid 19 Only thing to put me in bed before 10pm on a Friday night DONT TAKE CHANCES ITS NOT THE FLU LADZ I c ,neutral
1061, elonmusk JaneidyEve Don t get tested You have a cold Its cold and flu season We have had this for years Lo ,negative
1062,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals ,negative
1063,Strong signal for dual outflow channels over Iota tomorrow night That s one way to get a very strong storm very ,positive
1064,RT WraithCustoms Today s Gun of the Day Today we have the new MC2c made by the Legendary Mossberg An upgraded compact version of the M ,positive
1065,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
1066,RT LanaismPoland Lana Del Rey s cover of You ll Never Walk Alone for The End Of The Storm Liverpool documentary will be released digi ,neutral
1067,RT srikuttus kali indoor keralagay keralagaysex mallugay mallugaysex knrgay IndianGay tamilgay Retweet for full ,neutral
1068,RT thelittlejxxker Parasol 2020 amp Winter 2018 Halo Giveaway Follow thelittlejxxker amp Pinkcheese cake amp HazelTheNob Retweet amp Lik ,neutral
1069,A sneak park of upcoming content for next week have a lovely weekend amateur UKlockdown Winter Autumnwatch ,neutral
1070,RT josstheboss The Chinese Flu is looking very American ,neutral
1071,RT bn9weather Newly formed Tropical Storm Iota will move into Nicaragua and Honduras next week bringing more flooding rains to those reg ,neutral
1072,IMHO an idea only an authoritarian could love Covid has a 99 survival rate and total deaths in Canada are no high ,positive
1073,1958 Canada 50 cents ICCS Graded PL 65 XSG609 ,neutral
1074,RT BillMcCombs3 If a China Flu lockdown effected the financial stability of our governor s and or Mayors We wouldn t have lockdowns ,positive
1075,RT shannonrwatts Donald Trump encouraging violence at weekend events created by armed white supremacists conspiracy theorists and domest ,neutral
1076,RT Thomas Binder elonmusk Dear elonmusk In this thread web 10 tweets and subtweets of science aka reality against the web of li ,neutral
1077,RT LivEchoLFC Trailer for new Liverpool FC film The End Of The Storm ,neutral
1078,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
1079,So sad ,negative
1080,RT soledongkyu ATTENTION to anyone na may load or what today please kindly contact these numbers below Kindly help retweet this too ,positive
1081,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
1082, kaa skk Momofsmi ClarkCoWA PH You posted a graphic labelled Influenza This is the clinical term for Flu Ho ,neutral
1083, Utsava4 The inventor of the test Kary Mueller said that if you run enough cycles you can find anything in anyone ,positive
1084,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
1085,This is absolutely stunningly bad behavior We elected you people to show that you have our safety in mind This sh ,neutral
1086,But we re still sending kids back to school in January because this society won t simply provide its members with t ,positive
1087,RT ChristianCawley stephen79235179 dbirch214 Reality the Sun accounts for 99 of mass in the solar system Any claim that man can inf ,neutral
1088,RT MarinaNigrelli Yesterday Gove asked how we ll stop criminals at border after we lose access to EU database Gove Waffle take back co ,negative
1089,RT MikeElgan Why the key factors are 1 ventilation 2 mask wearing 3 talking shouting or singing 4 time ,neutral
1090,Pissed off AC fan ,neutral
1091,RT BasicBc Don t Panic Lots of time to read this blog about connecting UBI and Hitchhiker s Guide to the Galaxy before the Vorgons ar ,neutral
1092, BainLandau Quietmarc CBC Then why isn t Canada honoring those treaties ,positive
1093,Suicide figures are up Could 2 followers please copy and re post this tweet Reach out Someone is always listenin ,neutral
1094, PalmerReport Buy these products now Worlds2020 women BidenHarris2020 ,neutral
1095,RT recordgroove CTVNationalNews The flu Influenza and pneumonia killed 8 511 people in 2018 per Statistics Canada figures ,negative
1096,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
1097,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
1098,Snow and cold caused light colored spots to form on lawns ,negative
1099,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
1100,Too late to squeeze your cheeks once you ve shit the bed Typical behavior from an elitist lib he gets a pass on w ,negative
1101,RT nosmhnmh People barely remember the 2018 flu season let alone the 14 15 flu season which at peak had 145k hospitalized amp 134k current ,neutral
1102,RT CRCuthbert One of nature s great winter spectacles the murmuration of many thousands of Starlings at a communal roost on the Suffolk ,positive
1103,RT GovernorVA New mitigation measures will go into effect at midnight on Sunday November 15 and include 1 25 person limit on indoor a ,negative
1104,RT ClearSeasOrg This is an important development in protecting seafarers who have played an important role in keeping ships and commerce ,positive
1105, JustinTrudeau Can i seek for assulum in Canada Nigeria is just too hot ,positive
1106,RT jackmurphylive MAGAMarchDC People SAFETY WARNING ANTIFA will be searching for targets to harass or assault on Saturday and Saturda ,negative
1107,RT xbamk Hello If you re reading this please spare some time to pray for the health and safety of the Filipinos especially those who a ,neutral
1108,Can t believe I was a fan of this fucking idiot at one point,negative
1109,RT hodsdon k Good morning from Canada ,neutral
1110,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
1111,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
1112,RT bethwilensky I don t care what the Capitol physician said or how ventilated this indoor space is We re asking people to cancel Thanks ,neutral
1113,These are cool celebsforsmallbiz,positive
1114, DarbyMcDevitt Finally some good news we wish everyone safety,positive
1115,RT josstheboss The Chinese Flu is looking very American ,neutral
1116,RT hwitteman In my experience most Canadians are unaware that Canada has extremely few available acute care hospital beds meaning beds ,positive
1117,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals ,negative
1118,RT alfuckuhard The Philippines have had 8 typhoons in the last 2 months while in a pandemic They ve been on lockdown for 8 months Ave ,neutral
1119,RT RedDoorGin We re giving away a bottle of our Red Door Gin with Winter Botanicals just in time for the festive season Simply RETW ,positive
1120,RT itzyshiu Alright im gonna open this a bit earlier than i expected im making a winter wonderland themed raffle details below gt Durati ,neutral
1121,RT SuzyQz777 Blue state buffoon Governors like GovTimWalz had 8 months and received 1B from Trump to prepare for the flu plus COVID sur ,positive
1122,RT ianjamesyoung70 This is friggin fantastic,neutral
1123,Every year over 7 billion worth of food is wasted at hotels restaurants and institutions such as school cafeteri ,neutral
1124,RT thewarzonewire Canada s new frigate will be brimming with missiles ,neutral
1125,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
1126, gorskon RandPaul realDonaldTrump Rand Paul never had any laudable character to begin with After all he s the sa ,positive
1127,winter is fast approaching a lil FYI ,positive
1128, MattSantaMaria robbystarbuck elonmusk The flu has disappeared in the Southern Hemisphere And in the US accordi ,neutral
1129,RT royalrozay Retweets for significant other ,positive
1130, SteveOnSpeed Yes Or maybe it was the flu since those numbers have bottomed out ,neutral
1131,RT RealGitmoTrump Told y all the Gamer Wars were once again upon us,neutral
1132,RT CPHO Canada We ve come too far to stop now Continue to practise COVID19 public health measures to protect yourself and others Downl ,positive
1133,1959 Canada 1 Dollar Voyageur ICCS Graded PL 65 XSG601 ,neutral
1134,RT KwaraCare The Executive Secretary Dr Olubunmi Jetawo winter was at a town hall meeting at Baruten Local Government as part of the Age ,neutral
